,district,size,level,max_levels,price
3982,Чиланзарский,48.0,2,4,69000.0
3983,Юнусабадский,50.0,2,4,62000.0
3984,Яшнободский,65.0,2,4,136000.0
3985,Мирзо-Улугбекский,115.0,4,4,174000.0
3986,Чиланзарский,75.0,1,8,120000.0
3987,Олмазорский,80.0,1,4,106000.0
3988,Мирзо-Улугбекский,52.0,3,4,71000.0
3989,Шайхантахурский,100.0,2,9,144000.0
3990,Олмазорский,74.0,4,9,82000.0
3991,Шайхантахурский,150.0,2,2,276000.0
3992,Мирзо-Улугбекский,50.0,1,4,60000.0
3993,Мирзо-Улугбекский,94.0,16,23,236000.0
3994,Мирзо-Улугбекский,83.0,6,16,166000.0
3995,Мирабадский,75.0,3,9,140000.0
3996,Мирабадский,75.0,2,9,148000.0
3997,Мирабадский,65.0,8,9,104000.0
3998,Шайхантахурский,75.0,5,9,104000.0
3999,Мирабадский,110.0,2,8,338000.0
4000,Мирзо-Улугбекский,4.0,1,3,52000.0
4001,Мирзо-Улугбекский,52.0,4,5,73000.0
4002,Олмазорский,83.0,4,9,110000.0
4003,Учтепинский,34.0,2,4,57000.0
4004,Мирабадский,85.0,3,4,110000.0
4005,Юнусабадский,78.0,4,4,110000.0
4006,Учтепинский,52.0,4,5,67000.0
4007,Мирзо-Улугбекский,60.0,6,9,68000.0
4008,Мирзо-Улугбекский,35.0,4,4,54000.0
4009,Чиланзарский,30.0,2,4,54000.0
4010,Мирабадский,110.0,7,9,260000.0
4011,Яккасарайский,35.0,16,16,35400.0
4012,Учтепинский,42.0,4,5,57000.0
4013,Олмазорский,107.0,2,7,210000.0
4014,Яккасарайский,100.0,9,9,100000.0
4015,Мирабадский,87.0,3,9,168000.0
4016,Олмазорский,107.0,3,7,204000.0
4018,Мирзо-Улугбекский,40.0,2,5,67000.0
4019,Юнусабадский,78.0,1,4,104000.0
4020,Мирзо-Улугбекский,55.0,5,5,70000.0
4021,Мирзо-Улугбекский,50.0,4,4,66000.0
4022,Мирзо-Улугбекский,50.0,5,5,70000.0
4023,Юнусабадский,70.0,3,4,94000.0
4024,Мирзо-Улугбекский,58.0,4,4,69992.0
4025,Яккасарайский,43.0,5,16,74000.0
4026,Яккасарайский,62.0,7,9,90000.0
4027,Яккасарайский,63.0,7,9,90000.0
4028,Юнусабадский,60.0,3,5,78000.0
4029,Юнусабадский,58.0,2,4,83000.0
4030,Юнусабадский,58.0,5,9,84000.0
4031,Юнусабадский,58.0,5,9,84000.0
4032,Мирзо-Улугбекский,42.0,1,4,53000.0
4033,Юнусабадский,65.0,5,9,84000.0
4034,Юнусабадский,55.0,1,9,84000.0
4036,Юнусабадский,110.0,4,9,192000.0
4037,Мирабадский,62.0,4,4,66000.0
4038,Учтепинский,45.0,5,9,51200.0
4039,Яккасарайский,47.3,7,9,104000.0
4040,Юнусабадский,63.0,1,4,80000.0
4041,Яшнободский,64.0,4,9,104000.0
4042,Шайхантахурский,50.0,9,9,46000.0
4043,Чиланзарский,60.0,2,4,76000.0
4044,Чиланзарский,60.0,1,4,95000.0
4046,Мирзо-Улугбекский,60.0,1,9,98000.0
4047,Мирабадский,100.0,4,4,174000.0
4048,Яккасарайский,120.0,1,4,264000.0
4049,Мирзо-Улугбекский,65.0,3,4,113000.0
4050,Юнусабадский,70.0,3,4,126000.0
4051,Мирзо-Улугбекский,55.0,4,4,105000.0
4052,Шайхантахурский,73.0,1,9,150000.0
4053,Мирзо-Улугбекский,157.0,1,4,300000.0
4054,Мирабадский,60.0,2,6,154000.0
4055,Мирзо-Улугбекский,94.0,16,22,236000.0
4056,Мирзо-Улугбекский,36.0,4,4,42000.0
4057,Мирзо-Улугбекский,62.0,9,9,56000.0
4058,Юнусабадский,75.0,3,4,86000.0
4059,Олмазорский,86.0,4,5,80000.0
4060,Сергелийский,32.0,1,1,33000.0
4061,Олмазорский,70.0,2,5,72000.0
4062,Юнусабадский,43.0,1,4,90000.0
4063,Юнусабадский,43.0,3,4,78000.0
4064,Яшнободский,47.2,3,4,60000.0
4065,Юнусабадский,140.0,8,9,170000.0
4066,Янгихаётский,63.0,2,7,53000.0
4067,Шайхантахурский,85.0,4,12,106000.0
4068,Чиланзарский,98.0,8,9,120000.0
4069,Мирабадский,35.0,4,4,96000.0
4070,Юнусабадский,80.0,1,5,100000.0
4072,Мирабадский,65.0,2,9,120000.0
4073,Чиланзарский,70.0,2,7,112000.0
4074,Чиланзарский,77.0,1,4,96000.0
4075,Чиланзарский,50.0,3,5,69000.0
4076,Чиланзарский,48.0,3,4,62000.0
4077,Чиланзарский,50.0,3,5,71000.0
4078,Чиланзарский,60.0,4,5,75000.0
4079,Чиланзарский,54.0,3,5,73000.0
4080,Чиланзарский,42.0,4,9,57000.0
4081,Чиланзарский,36.0,3,5,55000.0
4082,Олмазорский,58.0,2,9,75502.0
4083,Мирзо-Улугбекский,117.0,2,5,264000.0
4084,Мирабадский,170.0,8,9,260000.0
4085,Мирзо-Улугбекский,103.0,1,4,340000.0
4086,Чиланзарский,45.0,1,4,79000.0
4087,Мирабадский,60.0,2,6,154000.0
4088,Мирабадский,120.0,1,4,264000.0
4089,Шайхантахурский,65.0,2,4,113000.0
4090,Яккасарайский,55.0,4,4,74000.0
4091,Мирабадский,85.0,5,9,148000.0
4092,Мирабадский,115.0,5,5,230000.0
4093,Яккасарайский,51.0,2,4,96000.0
4094,Юнусабадский,73.0,3,5,120000.0
4095,Учтепинский,56.0,3,5,64000.0
4096,Яккасарайский,43.0,5,16,74000.0
4097,Чиланзарский,46.0,3,4,50000.0
4098,Учтепинский,26.4,1,4,37000.0
4099,Шайхантахурский,65.0,3,4,113000.0
4100,Учтепинский,40.0,1,5,50400.0
4101,Шайхантахурский,70.0,2,4,110000.0
4102,Мирзо-Улугбекский,92.0,4,5,109200.0
4103,Шайхантахурский,75.0,1,9,156000.0
4104,Мирзо-Улугбекский,73.0,7,8,95000.0
4105,Чиланзарский,67.0,2,4,105000.0
4106,Мирабадский,60.0,2,6,154000.0
4107,Сергелийский,71.0,3,7,104000.0
4108,Мирзо-Улугбекский,75.0,5,5,78000.0
4109,Шайхантахурский,75.0,2,4,134000.0
4110,Шайхантахурский,65.0,3,4,112000.0
4111,Юнусабадский,50.0,7,9,73996.0
4112,Олмазорский,43.0,4,4,54000.0
4113,Юнусабадский,60.0,2,9,104000.0
4114,Мирабадский,68.0,8,8,180000.0
4115,Олмазорский,85.0,3,5,156000.0
4116,Юнусабадский,55.0,1,3,87000.0
4117,Учтепинский,57.0,5,5,72000.0
4118,Мирабадский,120.0,1,5,269000.0
4119,Мирабадский,70.0,7,8,130000.0
4120,Юнусабадский,58.0,2,4,90000.0
4121,Мирабадский,108.0,5,10,206000.0
4122,Яккасарайский,90.0,3,4,176000.0
4123,Олмазорский,100.0,9,9,125000.0
4124,Учтепинский,40.0,1,5,50300.0
4125,Олмазорский,75.0,1,9,146000.0
4126,Мирзо-Улугбекский,71.0,3,8,106000.0
4127,Мирзо-Улугбекский,78.0,1,4,53000.0
4128,Чиланзарский,169.0,5,9,186000.0
4129,Юнусабадский,62.0,3,4,110000.0
4130,Олмазорский,46.0,4,4,60000.0
4131,Чиланзарский,70.0,9,12,84000.0
4133,Яккасарайский,70.0,2,5,140000.0
4134,Мирзо-Улугбекский,58.0,1,4,94000.0
4135,Шайхантахурский,65.0,3,4,113000.0
4136,Учтепинский,50.0,1,4,72000.0
4137,Мирзо-Улугбекский,42.0,1,4,53000.0
4138,Юнусабадский,58.0,2,4,83000.0
4139,Мирабадский,64.0,4,4,77000.0
4140,Мирзо-Улугбекский,50.0,4,4,70000.0
4141,Мирзо-Улугбекский,100.0,6,7,150000.0
4142,Мирзо-Улугбекский,45.0,3,7,90000.0
4143,Мирзо-Улугбекский,38.0,4,5,70000.0
4144,Мирзо-Улугбекский,86.0,2,5,160000.0
4145,Мирзо-Улугбекский,38.0,3,4,84000.0
4146,Юнусабадский,49.0,2,4,72000.0
4147,Учтепинский,56.0,6,9,69000.0
4148,Сергелийский,85.0,1,9,118000.0
4149,Олмазорский,58.0,4,5,72000.0
4150,Мирзо-Улугбекский,50.0,5,5,70000.0
4151,Яшнободский,65.0,3,4,113000.0
4152,Мирзо-Улугбекский,55.0,5,5,70000.0
4153,Шайхантахурский,78.0,1,3,196000.0
4154,Чиланзарский,47.0,2,4,58000.0
4155,Мирзо-Улугбекский,50.0,1,4,60000.0
4156,Мирзо-Улугбекский,45.0,2,5,67000.0
4157,Чиланзарский,48.0,4,4,65000.0
4158,Учтепинский,42.0,4,5,57000.0
4159,Чиланзарский,47.0,2,4,77400.0
4160,Мирабадский,40.0,4,4,93000.0
4161,Мирзо-Улугбекский,66.0,6,9,67000.0
4162,Чиланзарский,60.0,1,4,83000.0
4163,Олмазорский,58.0,4,7,92000.0
4164,Юнусабадский,59.0,2,4,114000.0
4165,Мирабадский,125.0,2,4,130000.0
4167,Мирзо-Улугбекский,60.0,4,4,68000.0
4168,Мирабадский,135.0,3,9,176000.0
4169,Мирзо-Улугбекский,50.0,3,4,66000.0
4170,Шайхантахурский,78.0,3,5,142000.0
4171,Мирзо-Улугбекский,48.0,4,4,56000.0
4172,Мирзо-Улугбекский,56.0,3,5,62000.0
4173,Мирзо-Улугбекский,45.0,3,7,90000.0
4174,Мирзо-Улугбекский,86.0,2,5,160000.0
4175,Мирзо-Улугбекский,56.0,5,5,62000.0
4176,Мирзо-Улугбекский,72.0,4,4,160000.0
4177,Мирабадский,75.0,3,4,148000.0
4178,Шайхантахурский,47.0,4,4,72000.0
4179,Мирзо-Улугбекский,55.0,2,3,58000.0
4180,Мирзо-Улугбекский,65.0,3,4,94000.0
4181,Мирзо-Улугбекский,55.0,2,2,59000.0
4182,Мирзо-Улугбекский,72.0,4,5,134000.0
4183,Мирабадский,64.0,4,4,104000.0
4184,Мирзо-Улугбекский,60.0,5,5,62000.0
4185,Юнусабадский,100.0,3,5,170000.0
4186,Мирзо-Улугбекский,65.0,3,4,76000.0
4187,Чиланзарский,32.0,2,5,53000.0
4188,Чиланзарский,42.0,2,5,52000.0
4189,Чиланзарский,45.0,2,5,59000.0
4190,Чиланзарский,36.0,1,5,55000.0
4191,Чиланзарский,50.0,2,4,77000.0
4192,Чиланзарский,60.0,3,4,76000.0
4193,Чиланзарский,50.0,1,4,70000.0
4194,Мирзо-Улугбекский,40.0,3,3,60000.0
4195,Мирзо-Улугбекский,100.0,4,4,96000.0
4196,Мирзо-Улугбекский,115.0,2,9,230000.0
4197,Шайхантахурский,71.0,2,6,90000.0
4198,Шайхантахурский,90.0,5,5,130000.0
4199,Мирзо-Улугбекский,60.0,4,4,88000.0
4200,Шайхантахурский,72.0,4,9,120000.0
4201,Юнусабадский,62.0,1,4,81000.0
4202,Мирзо-Улугбекский,93.0,3,5,124000.0
4203,Чиланзарский,65.0,5,5,100000.0
4204,Учтепинский,70.0,5,5,80200.0
4205,Бектемирский,94.0,9,9,80000.0
4206,Чиланзарский,32.0,4,4,51000.0
4207,Учтепинский,72.0,5,12,80000.0
4208,Мирзо-Улугбекский,45.0,1,4,44000.0
4209,Чиланзарский,46.0,3,5,70000.0
4210,Мирабадский,45.0,3,9,118000.0
4211,Чиланзарский,88.0,6,8,100000.0
4212,Яшнободский,69.8,2,7,90740.0
4213,Мирзо-Улугбекский,72.0,2,8,97000.0
4214,Юнусабадский,38.0,4,4,52000.0
4215,Мирзо-Улугбекский,85.0,2,4,139800.0
4216,Яшнободский,60.0,2,6,60000.0
4217,Мирзо-Улугбекский,86.0,2,5,114000.0
4218,Шайхантахурский,65.0,3,4,113000.0
4219,Яшнободский,60.0,6,9,160000.0
4220,Яккасарайский,95.0,8,9,260000.0
4221,Мирзо-Улугбекский,74.0,9,9,108000.0
4222,Яккасарайский,51.14,5,5,112000.0
4223,Учтепинский,80.0,2,5,103000.0
4224,Мирзо-Улугбекский,105.0,5,6,172000.0
4225,Яккасарайский,70.0,8,9,96000.0
4226,Мирзо-Улугбекский,65.0,2,4,136000.0
4227,Мирзо-Улугбекский,80.0,4,4,74000.0
4228,Мирзо-Улугбекский,48.0,1,4,56000.0
4229,Мирзо-Улугбекский,38.0,1,4,79000.0
4230,Чиланзарский,38.0,2,4,48000.0
4231,Яккасарайский,72.0,1,5,145796.0
4232,Мирзо-Улугбекский,23.8,2,4,42000.0
4233,Учтепинский,50.0,1,4,76000.0
4234,Яшнободский,28.0,1,3,38000.0
4235,Юнусабадский,68.0,4,4,140000.0
4236,Яккасарайский,96.0,9,9,98000.0
4237,Чиланзарский,52.0,1,4,69000.0
4238,Яккасарайский,118.0,9,9,100000.0
4239,Мирзо-Улугбекский,40.0,1,3,50998.0
4240,Шайхантахурский,55.0,4,9,66000.0
4241,Учтепинский,65.0,4,4,68400.0
4242,Мирабадский,48.6,3,4,87400.0
4243,Сергелийский,52.0,1,4,82000.0
4244,Мирабадский,72.0,3,9,104000.0
4245,Учтепинский,88.0,5,5,90000.0
4246,Шайхантахурский,58.0,3,4,114000.0
4247,Чиланзарский,62.0,3,4,79000.0
4248,Чиланзарский,60.0,2,5,77000.0
4249,Чиланзарский,50.0,2,5,71000.0
4250,Чиланзарский,50.0,2,4,67000.0
4251,Чиланзарский,36.0,2,4,51000.0
4252,Чиланзарский,30.0,4,4,49000.0
4253,Чиланзарский,40.0,3,4,57000.0
4254,Чиланзарский,42.0,2,5,53000.0
4255,Шайхантахурский,72.0,8,9,110000.0
4256,Чиланзарский,50.0,1,4,71000.0
4257,Чиланзарский,90.0,8,9,84000.0
4258,Мирабадский,69.0,9,10,124000.0
4259,Чиланзарский,56.0,1,4,98000.0
4260,Учтепинский,80.0,8,8,83488.0
4261,Чиланзарский,57.0,8,9,72000.0
4262,Юнусабадский,55.0,2,4,66000.0
4263,Яккасарайский,100.0,7,9,154000.0
4264,Яккасарайский,39.0,1,5,55000.0
4265,Чиланзарский,49.0,1,4,86000.0
4266,Учтепинский,80.0,4,5,80000.0
4267,Шайхантахурский,50.0,8,12,62000.0
4269,Чиланзарский,44.0,1,4,60000.0
4270,Учтепинский,47.0,1,4,63000.0
4271,Мирабадский,65.0,4,4,70000.0
4272,Юнусабадский,57.0,3,4,71000.0
4273,Юнусабадский,90.0,2,4,128000.0
4274,Юнусабадский,110.0,4,5,116000.0
4275,Яшнободский,58.0,2,4,124000.0
4276,Юнусабадский,58.0,3,9,68000.0
4277,Юнусабадский,70.0,2,4,110000.0
4278,Мирабадский,5.0,4,5,93200.0
4279,Мирабадский,122.0,3,5,130000.0
4280,Яккасарайский,48.0,5,9,46000.0
4281,Учтепинский,72.0,4,6,110000.0
4282,Сергелийский,59.0,2,7,50000.0
4283,Яккасарайский,101.0,4,9,130000.0
4284,Мирабадский,60.0,3,4,80000.0
4285,Шайхантахурский,47.0,4,4,72000.0
4286,Мирабадский,90.0,4,5,93400.0
4287,Мирабадский,85.0,5,9,148000.0
4288,Учтепинский,50.0,3,4,70000.0
4289,Учтепинский,56.0,6,9,68800.0
4290,Яккасарайский,48.0,5,9,46000.0
4291,Олмазорский,145.0,1,4,190000.0
4292,Чиланзарский,32.0,1,4,52000.0
4294,Яшнободский,75.0,6,9,116000.0
4295,Мирзо-Улугбекский,77.0,3,5,110000.0
4296,Олмазорский,58.0,2,9,74000.0
4297,Учтепинский,18.0,4,4,24600.0
4298,Мирзо-Улугбекский,50.0,3,4,67000.0
4299,Мирзо-Улугбекский,50.0,3,5,78000.0
4300,Мирабадский,120.0,1,4,270000.0
4301,Шайхантахурский,68.0,4,4,140000.0
4302,Чиланзарский,76.0,3,4,118000.0
4303,Мирзо-Улугбекский,110.0,2,4,157600.0
4304,Сергелийский,58.0,2,5,68000.0
4305,Яшнободский,18.0,3,4,23000.0
4306,Чиланзарский,60.0,4,9,94000.0
4307,Мирабадский,100.0,2,4,150000.0
4308,Учтепинский,40.0,5,5,58000.0
4309,Шайхантахурский,130.0,7,7,188000.0
4310,Олмазорский,77.36,1,7,129200.0
4311,Учтепинский,48.0,1,4,73000.0
4312,Мирзо-Улугбекский,213.0,5,6,440000.0
4313,Яккасарайский,86.0,8,9,104000.0
4314,Учтепинский,51.0,1,4,71000.0
4315,Олмазорский,72.0,1,5,90000.0
4316,Чиланзарский,58.9,3,4,110000.0
4317,Юнусабадский,70.0,2,4,136000.0
4318,Чиланзарский,100.0,3,4,112000.0
4319,Мирзо-Улугбекский,79.0,3,5,150000.0
4320,Яшнободский,135.0,8,9,199800.0
4321,Юнусабадский,177.0,5,5,358000.0
4323,Юнусабадский,110.0,2,9,200000.0
4324,Яшнободский,207.0,5,6,239800.0
4325,Мирзо-Улугбекский,208.0,1,5,239800.0
4326,Чиланзарский,105.0,5,10,252000.0
4327,Мирзо-Улугбекский,121.0,5,10,218000.0
4328,Мирабадский,127.0,7,12,270000.0
4329,Мирзо-Улугбекский,30.0,2,4,54600.0
4330,Шайхантахурский,100.0,7,9,110000.0
4331,Чиланзарский,70.0,2,4,112000.0
4332,Чиланзарский,70.0,2,5,92000.0
4333,Чиланзарский,54.0,2,5,73000.0
4334,Чиланзарский,68.0,4,4,77000.0
4335,Чиланзарский,60.0,4,9,83000.0
4336,Чиланзарский,50.0,2,5,71000.0
4337,Чиланзарский,68.0,4,4,77000.0
4338,Чиланзарский,32.0,2,4,54000.0
4339,Чиланзарский,46.0,2,4,61000.0
4340,Чиланзарский,32.0,2,4,57000.0
4341,Мирабадский,166.0,5,9,259000.0
4342,Чиланзарский,40.0,4,5,53000.0
4343,Чиланзарский,45.0,1,4,73000.0
4344,Юнусабадский,67.0,4,4,80000.0
4345,Яккасарайский,64.0,1,5,84000.0
4346,Чиланзарский,60.0,5,9,90000.0
4347,Яшнободский,70.0,2,4,69000.0
4348,Яшнободский,70.0,2,4,70000.0
4349,Яшнободский,70.0,2,4,90000.0
4352,Мирзо-Улугбекский,65.0,6,9,110000.0
4353,Юнусабадский,32.0,1,4,46000.0
4354,Яккасарайский,48.0,5,9,46000.0
4355,Чиланзарский,42.0,3,4,72000.0
4356,Чиланзарский,57.0,4,4,75000.0
4357,Яккасарайский,38.0,2,5,53400.0
4358,Чиланзарский,67.0,5,5,70000.0
4359,Учтепинский,73.0,5,5,77000.0
4360,Мирабадский,110.0,7,9,140000.0
4361,Учтепинский,72.0,4,9,87000.0
4362,Чиланзарский,67.0,3,4,114000.0
4363,Олмазорский,70.0,3,4,96000.0
4364,Мирзо-Улугбекский,41.0,3,4,62000.0
4365,Мирзо-Улугбекский,60.0,5,9,84000.0
4366,Мирзо-Улугбекский,42.0,5,5,62000.0
4367,Чиланзарский,70.0,3,4,130000.0
4368,Чиланзарский,100.0,3,9,158000.0
4369,Чиланзарский,54.0,3,4,73000.0
4370,Чиланзарский,62.0,4,4,85000.0
4371,Чиланзарский,43.0,4,4,70000.0
4372,Чиланзарский,50.0,5,5,84000.0
4373,Чиланзарский,58.0,4,9,94000.0
4374,Чиланзарский,52.0,5,5,90000.0
4375,Сергелийский,95.0,5,9,93000.0
4376,Чиланзарский,84.0,3,4,124000.0
4377,Чиланзарский,25.0,3,9,43000.0
4378,Чиланзарский,100.0,5,9,112000.0
4379,Учтепинский,50.0,3,5,72000.0
4380,Учтепинский,50.0,4,4,76000.0
4381,Чиланзарский,48.0,1,4,73000.0
4382,Чиланзарский,67.0,1,9,96000.0
4383,Учтепинский,72.0,5,9,76000.0
4384,Учтепинский,79.0,3,4,100000.0
4385,Учтепинский,40.0,1,4,66000.0
4386,Учтепинский,80.0,12,12,80000.0
4387,Чиланзарский,60.0,1,5,107000.0
4388,Мирзо-Улугбекский,187.0,2,5,420000.0
4389,Мирабадский,112.0,4,9,174000.0
4390,Юнусабадский,50.0,7,9,74800.0
4391,Чиланзарский,52.0,3,4,85000.0
4392,Юнусабадский,100.0,4,4,145000.0
4393,Мирабадский,61.0,4,4,120000.0
4394,Янгихаётский,56.0,5,7,82000.0
4395,Мирзо-Улугбекский,47.0,2,9,84000.0
4396,Яккасарайский,48.0,5,9,46000.0
4397,Юнусабадский,72.0,3,4,136000.0
4398,Яккасарайский,33.0,4,5,64000.0
4399,Учтепинский,27.7,1,1,170000.0
4400,Олмазорский,80.0,2,4,94000.0
4401,Шайхантахурский,83.0,3,9,89000.0
4402,Мирзо-Улугбекский,57.85,2,7,77200.0
4403,Юнусабадский,83.0,3,5,111000.0
4404,Чиланзарский,190.0,1,9,300000.0
4405,Мирзо-Улугбекский,64.0,3,5,94000.0
4406,Мирзо-Улугбекский,55.0,2,4,70000.0
4407,Сергелийский,78.0,8,9,84000.0
4408,Мирзо-Улугбекский,60.0,3,5,76000.0
4409,Юнусабадский,90.18,4,5,93000.0
4410,Юнусабадский,70.0,3,4,94000.0
4411,Чиланзарский,42.0,1,3,70000.0
4412,Учтепинский,26.4,1,4,37000.0
4413,Мирабадский,54.0,2,4,130000.0
4414,Мирабадский,98.0,5,9,212000.0
4415,Чиланзарский,48.0,2,4,71000.0
4416,Яккасарайский,78.0,4,8,200000.0
4417,Чиланзарский,57.0,8,9,70000.0
4418,Яккасарайский,135.0,5,6,140000.0
4419,Шайхантахурский,172.0,2,4,300000.0
4420,Мирабадский,54.0,3,4,79800.0
4421,Яккасарайский,48.0,5,9,46000.0
4422,Шайхантахурский,82.0,2,8,230000.0
4423,Олмазорский,125.0,1,8,230000.0
4424,Юнусабадский,57.0,6,9,136000.0
4425,Мирабадский,60.0,4,9,158000.0
4426,Мирабадский,56.0,4,4,120000.0
4427,Мирабадский,112.0,9,9,180000.0
4428,Мирабадский,68.0,9,9,180000.0
4429,Чиланзарский,55.0,1,4,63000.0
4430,Мирабадский,105.0,1,5,180000.0
4432,Юнусабадский,45.0,2,5,79000.0
4433,Яккасарайский,91.0,6,8,270000.0
4434,Шайхантахурский,200.0,5,9,300000.0
4435,Мирзо-Улугбекский,124.0,1,10,310000.0
4436,Юнусабадский,38.0,4,5,51000.0
4437,Яккасарайский,38.0,2,5,53400.0
4438,Чиланзарский,50.0,1,4,76000.0
4439,Мирабадский,65.0,3,9,108000.0
4440,Юнусабадский,80.0,3,7,144000.0
4441,Яшнободский,65.0,4,9,110000.0
4442,Мирабадский,75.0,2,4,148000.0
4443,Яккасарайский,40.0,1,4,74000.0
4444,Учтепинский,100.0,1,4,115400.0
4445,Мирабадский,90.0,7,9,154000.0
4446,Юнусабадский,100.0,4,8,176000.0
4447,Яккасарайский,48.0,5,9,46000.0
4448,Мирабадский,120.0,5,9,290000.0
4450,Юнусабадский,65.0,3,4,152000.0
4451,Мирзо-Улугбекский,59.0,4,8,84000.0
4452,Яккасарайский,64.0,1,5,84000.0
4453,Чиланзарский,105.0,6,9,120000.0
4454,Чиланзарский,78.0,7,9,110000.0
4455,Яккасарайский,100.0,6,9,140000.0
4456,Чиланзарский,78.0,5,9,100000.0
4457,Чиланзарский,80.0,8,8,96000.0
4458,Яккасарайский,48.0,5,9,46000.0
4459,Яккасарайский,51.0,1,5,114000.0
4460,Яккасарайский,75.0,3,9,107000.0
4461,Яккасарайский,39.0,1,5,55000.0
4462,Яккасарайский,48.0,5,9,46000.0
4463,Юнусабадский,90.0,4,5,112000.0
4464,Яккасарайский,39.0,2,5,53400.0
4465,Яккасарайский,48.0,5,9,46000.0
4466,Учтепинский,72.0,3,9,91000.0
4467,Яккасарайский,98.0,6,9,320000.0
4468,Мирзо-Улугбекский,78.0,5,5,76000.0
4469,Юнусабадский,60.0,2,4,150000.0
4470,Чиланзарский,50.0,2,4,72000.0
4471,Юнусабадский,38.0,4,4,53000.0
4472,Юнусабадский,38.0,4,4,53000.0
4473,Яшнободский,62.0,6,7,116000.0
4474,Бектемирский,71.2,6,9,55000.0
4475,Юнусабадский,65.0,4,4,76000.0
4476,Мирабадский,65.0,4,9,158000.0
4477,Яккасарайский,56.0,4,8,72000.0
4478,Сергелийский,70.0,4,9,59000.0
4479,Мирзо-Улугбекский,50.0,3,4,66000.0
4480,Олмазорский,69.46,1,4,78000.0
4481,Сергелийский,120.0,6,9,210000.0
4482,Яккасарайский,48.0,5,9,46000.0
4483,Яшнободский,83.0,2,6,77326.0
4485,Мирзо-Улугбекский,90.0,9,25,271000.0
4486,Чиланзарский,65.0,3,4,74000.0
4488,Мирабадский,95.0,6,9,140000.0
4489,Учтепинский,52.0,3,4,74000.0
4490,Чиланзарский,48.0,3,4,67000.0
4491,Мирабадский,33.0,2,5,60000.0
4492,Чиланзарский,52.0,2,5,75000.0
4493,Мирабадский,85.0,1,9,170000.0
4494,Олмазорский,82.0,3,9,96000.0
4495,Учтепинский,52.0,3,4,80000.0
4496,Яккасарайский,45.0,1,4,80000.0
4497,Чиланзарский,57.0,4,4,75000.0
4498,Чиланзарский,50.0,2,5,75000.0
4499,Чиланзарский,50.0,1,5,72000.0
4500,Чиланзарский,42.0,2,5,59000.0
4501,Чиланзарский,34.0,3,4,57000.0
4502,Чиланзарский,42.0,4,5,51000.0
4503,Учтепинский,54.0,3,4,75000.0
4504,Чиланзарский,53.0,2,4,68000.0
4505,Яккасарайский,38.0,2,5,53400.0
4506,Яшнободский,39.0,5,5,47000.0
4507,Яшнободский,69.0,5,5,100000.0
4508,Учтепинский,48.0,1,4,74000.0
4509,Яккасарайский,60.0,4,4,150000.0
4510,Олмазорский,56.0,2,4,72000.0
4511,Яшнободский,50.0,1,3,56000.0
4512,Учтепинский,48.0,3,4,76000.0
4513,Учтепинский,26.0,1,4,38000.0
4514,Мирзо-Улугбекский,70.0,9,9,96000.0
4515,Яшнободский,20.0,2,4,31000.0
4516,Чиланзарский,52.0,1,4,98000.0
4517,Яшнободский,70.0,9,9,71800.0
4518,Юнусабадский,55.0,1,2,53000.0
4519,Чиланзарский,28.0,2,2,43000.0
4520,Чиланзарский,45.0,1,4,84000.0
4521,Юнусабадский,54.0,1,4,77000.0
4522,Яккасарайский,60.0,1,4,112000.0
4523,Яшнободский,107.0,9,12,124000.0
4524,Юнусабадский,65.0,2,4,77000.0
4525,Чиланзарский,45.0,3,4,75000.0
4526,Юнусабадский,56.0,3,4,78000.0
4527,Юнусабадский,55.0,1,9,82000.0
4528,Яккасарайский,48.0,5,9,46000.0
4529,Мирзо-Улугбекский,85.0,4,4,176000.0
4530,Юнусабадский,58.0,2,4,82000.0
4531,Чиланзарский,48.0,1,4,80000.0
4532,Учтепинский,68.0,2,4,80000.0
4533,Юнусабадский,70.0,3,4,150000.0
4534,Юнусабадский,65.0,5,9,84000.0
4535,Чиланзарский,50.0,2,4,73000.0
4536,Юнусабадский,60.0,3,5,88000.0
4537,Шайхантахурский,110.0,3,7,210000.0
4538,Шайхантахурский,100.0,1,9,155002.0
4539,Юнусабадский,50.0,4,4,66000.0
4540,Юнусабадский,58.0,2,5,70000.0
4541,Чиланзарский,48.0,3,4,84000.0
4542,Чиланзарский,72.0,2,4,134000.0
4543,Юнусабадский,83.0,1,9,126000.0
4544,Мирзо-Улугбекский,141.0,3,9,186000.0
4545,Учтепинский,80.0,5,5,114000.0
4546,Мирабадский,160.0,4,9,396000.0
4547,Яккасарайский,92.0,12,16,100000.0
4548,Сергелийский,57.0,5,7,91000.0
4549,Сергелийский,140.0,5,5,90000.0
4550,Юнусабадский,86.0,4,4,96000.0
4551,Яккасарайский,60.0,3,4,110000.0
4553,Яккасарайский,84.0,4,4,110000.0
4554,Мирабадский,175.0,7,12,250000.0
4555,Юнусабадский,72.0,1,4,136000.0
4556,Учтепинский,72.0,5,12,80000.0
4557,Мирабадский,55.0,1,4,70000.0
4558,Мирзо-Улугбекский,60.0,1,9,116000.0
4560,Яккасарайский,93.0,5,8,196000.0
4561,Яшнободский,36.0,1,9,44000.0
4562,Юнусабадский,105.0,1,6,214000.0
4563,Сергелийский,104.0,2,9,136000.0
4564,Мирабадский,85.0,7,9,128000.0
4565,Мирзо-Улугбекский,38.0,4,5,66000.0
