,district,size,level,max_levels,price
4566,Юнусабадский,38.0,3,4,84000.0
4567,Шайхантахурский,65.0,3,4,113000.0
4568,Мирабадский,200.0,4,5,250000.0
4569,Шайхантахурский,70.0,6,7,115000.0
4570,Мирзо-Улугбекский,52.0,2,4,62000.0
4571,Яшнободский,66.0,3,4,79000.0
4572,Юнусабадский,21.0,4,4,25000.0
4573,Мирабадский,65.0,1,2,58000.0
4574,Яккасарайский,48.0,5,9,46000.0
4575,Мирзо-Улугбекский,82.0,4,6,250000.0
4576,Олмазорский,80.0,3,4,92000.0
4577,Олмазорский,60.0,4,5,66000.0
4578,Чиланзарский,36.0,1,4,45000.0
4579,Мирзо-Улугбекский,34.0,3,3,40000.0
4580,Чиланзарский,56.0,2,4,66000.0
4581,Юнусабадский,83.0,5,5,110000.0
4582,Шайхантахурский,67.0,1,5,94000.0
4583,Шайхантахурский,31.0,3,3,80000.0
4584,Олмазорский,73.8,5,5,90000.0
4585,Шайхантахурский,58.0,5,12,74000.0
4586,Юнусабадский,50.0,3,4,63000.0
4587,Юнусабадский,76.0,4,9,120000.0
4588,Юнусабадский,54.0,3,4,62000.0
4589,Мирабадский,36.0,1,2,49000.0
4590,Яшнободский,112.0,3,9,176000.0
4591,Чиланзарский,60.0,3,4,80000.0
4592,Мирзо-Улугбекский,46.0,3,5,70000.0
4593,Мирзо-Улугбекский,17.0,3,4,35000.0
4594,Яккасарайский,45.0,1,4,80000.0
4595,Мирабадский,110.0,2,7,330000.0
4596,Учтепинский,26.0,1,4,38000.0
4597,Шайхантахурский,96.0,4,5,174000.0
4598,Юнусабадский,78.0,7,9,110000.0
4599,Юнусабадский,45.0,4,5,54000.0
4600,Яшнободский,55.0,2,5,61600.0
4601,Мирабадский,75.0,3,4,150000.0
4602,Мирзо-Улугбекский,30.0,5,5,41000.0
4603,Мирзо-Улугбекский,75.0,1,5,112000.0
4604,Чиланзарский,70.0,5,9,103000.0
4605,Мирзо-Улугбекский,35.0,3,4,46000.0
4606,Мирзо-Улугбекский,55.0,4,4,130000.0
4607,Учтепинский,40.0,4,4,62000.0
4608,Мирзо-Улугбекский,60.0,5,9,80000.0
4609,Яшнободский,60.0,5,9,96000.0
4610,Чиланзарский,78.0,7,9,110000.0
4612,Юнусабадский,85.0,1,9,164000.0
4613,Мирзо-Улугбекский,52.0,2,5,66000.0
4614,Юнусабадский,96.0,4,9,176000.0
4615,Шайхантахурский,65.0,3,4,72000.0
4616,Мирабадский,100.0,7,9,156000.0
4617,Мирабадский,110.0,5,8,290000.0
4618,Олмазорский,56.0,2,5,76000.0
4619,Яшнободский,105.0,2,8,131000.0
4620,Мирзо-Улугбекский,43.9,1,4,106000.0
4621,Мирзо-Улугбекский,50.0,1,4,60598.0
4622,Учтепинский,78.0,4,4,104000.0
4623,Учтепинский,48.0,1,4,69600.0
4624,Шайхантахурский,57.0,2,9,80000.0
4625,Юнусабадский,89.0,7,9,112000.0
4626,Мирабадский,3.8,2,2,180000.0
4627,Шайхантахурский,60.0,9,9,72000.0
4628,Мирзо-Улугбекский,38.0,5,5,55000.0
4629,Юнусабадский,72.0,7,9,92000.0
4630,Мирзо-Улугбекский,51.0,4,4,67000.0
4631,Шайхантахурский,70.0,2,9,88000.0
4632,Мирзо-Улугбекский,80.0,3,4,250000.0
4634,Яккасарайский,53.0,5,8,86000.0
4635,Яккасарайский,182.0,7,8,320000.0
4636,Шайхантахурский,78.0,3,4,122000.0
4637,Юнусабадский,70.0,4,4,108000.0
4638,Чиланзарский,120.0,2,8,320000.0
4640,Олмазорский,41.0,4,4,46000.0
4641,Мирабадский,75.0,8,9,130000.0
4642,Юнусабадский,62.0,7,9,86000.0
4643,Юнусабадский,55.0,1,9,82000.0
4644,Яккасарайский,38.0,5,5,61000.0
4645,Яшнободский,46.0,5,8,62000.0
4646,Мирзо-Улугбекский,150.0,1,2,194000.0
4647,Мирабадский,120.0,7,9,220000.0
4648,Яккасарайский,82.0,4,8,151000.0
4650,Шайхантахурский,78.0,8,12,90000.0
4651,Юнусабадский,100.0,1,4,136000.0
4652,Мирабадский,43.0,5,16,72000.0
4653,Учтепинский,68.0,4,5,85600.0
4654,Мирзо-Улугбекский,25.3,3,4,29000.0
4655,Мирзо-Улугбекский,35.0,5,5,64000.0
4656,Яшнободский,56.0,2,2,65000.0
4657,Олмазорский,90.0,3,4,96000.0
4658,Мирзо-Улугбекский,72.0,4,5,134000.0
4659,Мирабадский,62.0,9,9,92000.0
4660,Учтепинский,60.0,3,5,67000.0
4661,Юнусабадский,54.0,1,4,77000.0
4662,Юнусабадский,54.0,2,4,72000.0
4663,Мирзо-Улугбекский,54.0,5,5,100000.0
4664,Юнусабадский,57.0,9,9,72000.0
4665,Олмазорский,125.0,6,9,220000.0
4666,Яккасарайский,80.0,4,5,112000.0
4667,Шайхантахурский,75.0,8,9,106000.0
4668,Олмазорский,75.0,6,9,108000.0
4669,Юнусабадский,77.0,2,5,100000.0
4670,Юнусабадский,55.0,4,4,68000.0
4671,Юнусабадский,90.0,9,9,90000.0
4672,Олмазорский,58.0,5,9,59000.0
4673,Чиланзарский,60.0,1,4,84000.0
4674,Шайхантахурский,90.0,12,12,74000.0
4675,Мирзо-Улугбекский,79.0,3,4,108000.0
4676,Яккасарайский,64.0,1,5,84000.0
4677,Юнусабадский,50.0,3,4,75000.0
4678,Мирабадский,90.0,2,4,190000.0
4679,Олмазорский,70.0,2,4,82000.0
4680,Мирзо-Улугбекский,136.0,2,8,259800.0
4681,Яшнободский,54.0,7,9,68000.0
4682,Сергелийский,57.0,2,9,36000.0
4683,Учтепинский,80.0,4,4,100000.0
4684,Мирзо-Улугбекский,95.0,9,9,102000.0
4685,Яккасарайский,115.0,4,5,150000.0
4686,Шайхантахурский,60.0,6,12,70000.0
4687,Юнусабадский,82.0,1,4,110000.0
4688,Яшнободский,40.0,2,5,39000.0
4689,Юнусабадский,71.0,2,4,150000.0
4690,Мирабадский,56.0,2,4,84000.0
4691,Чиланзарский,68.0,3,4,84000.0
4692,Мирабадский,58.0,2,9,113000.0
4693,Яшнободский,71.0,2,4,90000.0
4694,Мирзо-Улугбекский,92.0,3,5,90000.0
4695,Олмазорский,82.0,3,9,92000.0
4699,Мирзо-Улугбекский,191.0,8,9,279800.0
4700,Шайхантахурский,78.0,1,8,229800.0
4701,Яшнободский,78.0,2,9,151800.0
4702,Яшнободский,80.0,5,7,209800.0
4703,Мирабадский,75.0,2,10,250000.0
4704,Мирабадский,105.0,1,5,184000.0
4706,Юнусабадский,65.0,8,9,86000.0
4708,Олмазорский,79.86,4,8,136000.0
4709,Мирзо-Улугбекский,75.0,3,4,138000.0
4710,Мирзо-Улугбекский,71.0,2,9,104000.0
4711,Учтепинский,84.0,3,7,136000.0
4712,Сергелийский,120.0,6,9,227000.0
4713,Мирзо-Улугбекский,65.0,2,4,80000.0
4714,Мирабадский,80.0,2,4,167000.0
4715,Яккасарайский,115.0,4,9,257000.0
4716,Чиланзарский,105.0,6,9,120000.0
4717,Чиланзарский,78.0,5,9,100000.0
4719,Мирабадский,70.0,5,5,57000.0
4720,Учтепинский,52.0,1,4,102000.0
4721,Яккасарайский,115.0,1,8,155998.0
4722,Яккасарайский,68.0,8,9,93998.0
4723,Мирзо-Улугбекский,82.0,4,4,176000.0
4724,Шайхантахурский,70.0,2,4,112000.0
4725,Яккасарайский,71.0,2,4,125000.0
4726,Олмазорский,75.0,2,9,106000.0
4727,Чиланзарский,59.0,3,5,99000.0
4728,Яшнободский,47.0,5,8,56000.0
4729,Мирабадский,62.0,4,4,120000.0
4730,Яшнободский,60.0,3,4,90000.0
4731,Мирабадский,42.0,2,9,74000.0
4732,Юнусабадский,70.0,3,4,150000.0
4733,Шайхантахурский,150.0,3,12,206000.0
4734,Юнусабадский,140.0,3,9,196000.0
4735,Чиланзарский,41.0,4,4,60000.0
4736,Чиланзарский,52.0,2,4,75800.0
4737,Юнусабадский,70.0,2,4,120000.0
4738,Чиланзарский,58.0,3,4,107000.0
4739,Чиланзарский,87.0,2,4,140000.0
4740,Юнусабадский,60.0,3,4,84000.0
4741,Юнусабадский,56.0,3,4,78000.0
4742,Юнусабадский,48.0,3,4,78000.0
4743,Юнусабадский,54.0,2,4,74000.0
4744,Яшнободский,20.0,2,4,31000.0
4745,Юнусабадский,57.0,9,9,74000.0
4746,Сергелийский,52.0,1,4,86000.0
4747,Мирзо-Улугбекский,72.0,5,5,86000.0
4748,Мирзо-Улугбекский,50.0,1,5,90000.0
4749,Мирзо-Улугбекский,30.0,2,4,48000.0
4750,Чиланзарский,65.0,4,9,94000.0
4751,Мирзо-Улугбекский,30.0,2,4,60000.0
4752,Мирзо-Улугбекский,22.0,3,4,42000.0
4753,Мирзо-Улугбекский,58.0,2,9,84000.0
4754,Яккасарайский,60.0,4,4,150000.0
4755,Юнусабадский,90.0,2,5,150000.0
4756,Сергелийский,120.0,9,9,104000.0
4757,Мирабадский,75.0,6,9,220000.0
4758,Яккасарайский,60.0,4,4,150000.0
4759,Чиланзарский,70.0,1,4,93000.0
4760,Чиланзарский,40.0,4,4,48000.0
4761,Чиланзарский,40.0,5,5,51600.0
4762,Учтепинский,36.0,4,4,47000.0
4763,Чиланзарский,36.0,1,5,54000.0
4764,Чиланзарский,50.0,1,5,73000.0
4765,Мирзо-Улугбекский,50.0,5,5,72000.0
4766,Юнусабадский,120.0,2,9,124000.0
4767,Чиланзарский,50.0,4,4,67000.0
4768,Чиланзарский,50.0,2,5,72000.0
4769,Чиланзарский,70.0,4,5,73000.0
4770,Мирзо-Улугбекский,95.0,5,5,100000.0
4771,Мирзо-Улугбекский,140.0,9,9,190000.0
4772,Мирзо-Улугбекский,70.0,3,5,84000.0
4773,Мирзо-Улугбекский,100.0,4,4,96000.0
4775,Мирзо-Улугбекский,50.0,4,4,81000.0
4776,Юнусабадский,183.5,4,5,406000.0
4777,Мирабадский,116.0,5,9,166000.0
4778,Юнусабадский,38.0,3,4,61000.0
4779,Шайхантахурский,65.0,9,9,66000.0
4780,Учтепинский,116.0,4,4,113000.0
4781,Чиланзарский,47.0,2,4,58000.0
4782,Учтепинский,50.0,4,4,59000.0
4783,Яккасарайский,89.0,3,3,149998.0
4784,Юнусабадский,109.0,5,5,98000.0
4785,Олмазорский,107.0,5,5,96000.0
4786,Мирабадский,110.0,8,9,170000.0
4787,Яккасарайский,65.0,9,9,180000.0
4788,Чиланзарский,36.0,1,4,53000.0
4789,Мирзо-Улугбекский,86.0,3,4,100000.0
4790,Мирабадский,100.0,5,9,210000.0
4791,Олмазорский,68.0,4,7,112000.0
4792,Олмазорский,43.0,2,4,54000.0
4793,Олмазорский,43.0,2,5,63000.0
4794,Учтепинский,84.0,5,5,114000.0
4795,Яшнободский,62.0,2,7,104000.0
4796,Чиланзарский,60.0,4,4,67000.0
4797,Яшнободский,120.0,1,9,69000.0
4798,Яккасарайский,30.0,3,5,64000.0
4799,Мирзо-Улугбекский,75.0,4,9,92000.0
4800,Мирзо-Улугбекский,45.0,5,5,76000.0
4801,Учтепинский,88.0,4,5,106000.0
4802,Мирабадский,73.0,5,9,130000.0
4803,Яккасарайский,80.0,4,5,112000.0
4804,Яккасарайский,64.0,1,5,84000.0
4805,Мирабадский,103.0,6,9,200000.0
4806,Яшнободский,55.0,2,4,106000.0
4807,Яшнободский,80.0,1,12,82000.0
4808,Учтепинский,48.0,2,4,64000.0
4809,Чиланзарский,75.0,1,4,113000.0
4810,Юнусабадский,98.0,6,9,108000.0
4811,Чиланзарский,36.0,3,4,54000.0
4812,Мирабадский,70.0,6,9,186000.0
4813,Сергелийский,77.0,1,5,170000.0
4814,Яшнободский,42.0,9,9,38000.0
4815,Чиланзарский,65.0,1,4,134000.0
4816,Юнусабадский,87.0,3,5,132000.0
4817,Юнусабадский,60.0,3,4,156000.0
4818,Яккасарайский,100.0,1,5,141000.0
4819,Чиланзарский,67.0,4,4,90000.0
4820,Чиланзарский,100.0,3,9,116000.0
4821,Шайхантахурский,80.0,2,4,150000.0
4822,Юнусабадский,23.7,4,4,37000.0
4823,Яккасарайский,57.0,3,4,110000.0
4825,Яккасарайский,98.0,5,9,212000.0
4826,Яккасарайский,72.0,1,5,147000.0
4827,Мирабадский,51.0,4,4,100000.0
4828,Олмазорский,42.0,2,4,54000.0
4829,Юнусабадский,55.0,1,2,53000.0
4830,Шайхантахурский,99.3,4,9,155000.0
4831,Яккасарайский,42.0,1,2,74000.0
4832,Мирзо-Улугбекский,58.0,6,9,67000.0
4833,Яккасарайский,65.0,1,4,144000.0
4834,Мирзо-Улугбекский,50.0,5,5,64000.0
4835,Яккасарайский,50.0,2,2,89000.0
4836,Мирзо-Улугбекский,54.0,4,4,62000.0
4837,Юнусабадский,40.2,5,9,56000.0
4838,Мирзо-Улугбекский,54.0,4,4,62000.0
4839,Шайхантахурский,45.0,7,9,54000.0
4840,Мирзо-Улугбекский,50.0,1,4,62000.0
4841,Мирзо-Улугбекский,60.0,8,9,80000.0
4842,Мирзо-Улугбекский,71.0,4,4,100000.0
4843,Мирабадский,68.0,9,9,180000.0
4844,Мирзо-Улугбекский,30.0,2,4,45000.0
4845,Юнусабадский,47.0,5,9,72000.0
4846,Мирзо-Улугбекский,74.0,2,9,116000.0
4847,Яккасарайский,90.0,3,3,150000.0
4848,Юнусабадский,96.0,2,4,150000.0
4849,Юнусабадский,69.7,9,9,151800.0
4850,Яккасарайский,61.0,2,3,134000.0
4851,Мирзо-Улугбекский,70.0,5,9,122000.0
4852,Мирзо-Улугбекский,75.0,3,4,136000.0
4853,Мирзо-Улугбекский,80.0,5,5,94000.0
4854,Яккасарайский,54.0,3,4,130000.0
4855,Учтепинский,44.0,4,5,72000.0
4856,Мирабадский,45.0,6,9,116000.0
4857,Мирабадский,112.0,2,8,330000.0
4858,Чиланзарский,50.0,4,4,66000.0
4860,Яккасарайский,53.0,4,5,92000.0
4861,Чиланзарский,30.0,1,4,54000.0
4862,Олмазорский,60.0,3,4,81000.0
4863,Чиланзарский,55.0,5,9,60000.0
4864,Яккасарайский,53.0,5,8,86000.0
4865,Мирзо-Улугбекский,51.0,5,9,110000.0
4866,Юнусабадский,42.0,4,5,56000.0
4867,Мирзо-Улугбекский,45.0,1,4,71000.0
4869,Яккасарайский,35.0,3,5,70000.0
4870,Олмазорский,42.0,4,4,45000.0
4871,Юнусабадский,64.0,1,4,74400.0
4872,Чиланзарский,105.0,4,6,120000.0
4873,Чиланзарский,43.0,4,9,47000.0
4874,Чиланзарский,46.0,3,4,50000.0
4875,Мирабадский,130.0,7,9,260000.0
4876,Юнусабадский,60.0,1,9,136000.0
4877,Юнусабадский,43.0,5,9,48000.0
4878,Чиланзарский,28.0,2,2,43000.0
4879,Чиланзарский,30.0,3,4,52400.0
4880,Юнусабадский,103.0,1,4,148000.0
4881,Юнусабадский,80.0,2,4,105000.0
4882,Яккасарайский,48.0,1,4,78000.0
4883,Чиланзарский,60.0,4,9,63000.0
4884,Яккасарайский,32.0,2,4,80000.0
4885,Мирабадский,120.0,2,8,330000.0
4886,Яккасарайский,28.0,1,4,68000.0
4887,Юнусабадский,80.0,2,4,123000.0
4888,Яшнободский,58.0,2,2,46000.0
4889,Чиланзарский,60.0,4,4,64000.0
4890,Чиланзарский,60.0,2,5,67000.0
4891,Чиланзарский,54.0,2,5,73000.0
4892,Чиланзарский,50.0,4,4,67000.0
4893,Чиланзарский,50.0,2,4,67000.0
4894,Сергелийский,70.0,3,7,70400.0
4895,Чиланзарский,42.0,2,4,56000.0
4896,Чиланзарский,42.0,3,5,55000.0
4897,Чиланзарский,36.0,3,4,51000.0
4898,Учтепинский,70.0,5,12,115000.0
4899,Учтепинский,58.0,1,5,86000.0
4900,Чиланзарский,60.0,1,4,78000.0
4901,Учтепинский,52.0,3,5,74000.0
4902,Чиланзарский,50.0,4,4,70000.0
4903,Учтепинский,74.0,3,4,146000.0
4904,Чиланзарский,30.0,2,4,56400.0
4905,Чиланзарский,90.0,7,9,105000.0
4906,Мирабадский,75.0,7,9,130000.0
4907,Яшнободский,56.0,4,9,90000.0
4908,Сергелийский,90.54,1,3,140000.0
4909,Яккасарайский,39.0,1,5,55000.0
4910,Юнусабадский,90.0,2,4,128000.0
4911,Учтепинский,54.0,3,5,69000.0
4912,Мирабадский,120.0,6,9,168000.0
4913,Мирзо-Улугбекский,57.0,5,5,90000.0
4914,Мирзо-Улугбекский,59.0,3,5,86000.0
4915,Шайхантахурский,70.0,1,4,130000.0
4916,Яккасарайский,90.0,4,4,170000.0
4917,Яшнободский,20.0,2,4,28000.0
4918,Чиланзарский,35.0,4,4,56000.0
4919,Яккасарайский,39.0,1,5,55000.0
4920,Олмазорский,52.0,2,4,60000.0
4921,Чиланзарский,65.0,9,9,70000.0
4922,Мирзо-Улугбекский,20.0,4,4,27000.0
4923,Юнусабадский,72.0,1,9,105000.0
4924,Яккасарайский,94.0,4,4,150000.0
4925,Мирабадский,100.0,4,9,170000.0
4926,Мирзо-Улугбекский,35.0,2,4,56000.0
4927,Яшнободский,50.0,2,4,62000.0
